product_id,product_name,purchased_date,product_category,customer_id,customer_email
HOHV-12655016,TV Apple S10,2017-01-27,Electronics,,hillteresa@example.org
COIB-68811188,Cell Phone Sony d95,2014-04-27,Health & Sports,123-05-0461,
FIAW-82877532,Smartwatch Apple X4T,2013-02-20,Health & Sports,530-12-1773,
VLNH-80295955,Monitor Sony 456ty,2014-08-04,Health & Sports,510-73-1926,
XYPR-88127634,Computer Samsung S10,2020-01-08,Home Appliances,,josephkelly@example.com
VEHL-70202505,GPS Samsung 456ty,2015-08-03,Home Appliances,023-84-1392,
APXU-50413761,Tablet Motorola d95,2014-06-20,Health & Sports,325-35-8741,
LDTH-38217155,Smartwatch Apple d95,2016-07-08,Health & Sports,,elivingston@example.com
JQLQ-16178949,Cell Phone Samsung X4T,2016-04-07,Electronics,,kenneth66@example.com
DVPV-01255099,TV Sony X4T,2017-12-10,Electronics,684-35-0343,
OIHH-68088698,Headphones BenQ 456ty,2016-05-30,Home Appliances,,cweber@example.org
IAGE-32137995,Tablet Apple X10,2013-02-28,Home Appliances,209-31-1896,
DLAS-02735964,Tablet Apple S10,2021-01-23,Home Appliances,288-92-2118,
VOYZ-34221770,Smartwatch Motorola S10,2013-08-07,Health & Sports,343-59-9049,
NQPQ-97271156,Cell Phone Apple S10,2015-08-18,Home Appliances,,elliottmiguel@example.org
AADF-02195949,GPS Sony d95,2021-04-24,Electronics,,masondevin@example.net
WCQO-89624623,Smartwatch Apple 456ty,2012-07-23,Electronics,301-84-8716,
TWRR-19396224,Cell Phone LG X10,2012-11-21,Electronics,157-74-5168,
FWOF-57605221,GPS LG X10,2018-02-21,Health & Sports,492-16-2551,
SUBE-32794486,TV Apple 456ty,2021-06-26,Electronics,,hoffmanmariah@example.com
UWHM-40217325,Cell Phone Sony X10,2021-08-13,Home Appliances,,littlenicole@example.org
FMWM-49085213,Monitor Samsung 456ty,2015-04-03,Electronics,,marcusbryant@example.org
UKGD-52551852,Tablet Apple d95,2018-03-27,Home Appliances,,deanmichelle@example.net
RTMM-68266322,Cell Phone Sony X4T,2017-07-09,Home Appliances,,petersonedward@example.org
OYSU-62684181,TV Motorola S10,2018-06-12,Home Appliances,449-07-9103,
KCTB-66782975,Computer BenQ SmartX,2017-03-31,Electronics,,anthonyparsons@example.org
HVSV-88079177,TV LG 456ty,2019-01-04,Home Appliances,,fletcherpamela@example.net
HGVF-11592351,Cell Phone LG X4T,2013-02-01,Electronics,518-86-2158,
ALFA-23589668,Computer BenQ 456ty,2013-05-29,Home Appliances,,christophersantiago@example.org
OCAP-12736333,Cell Phone Sony SmartX,2016-09-17,Electronics,848-84-1511,
FBYV-92789886,Smartwatch Apple X10,2020-12-26,Home Appliances,,carrieferguson@example.net
XYBX-89319684,Headphones BenQ X10,2013-09-10,Home Appliances,381-16-9103,
WXGN-38562909,Computer Sony X4T,2017-06-28,Health & Sports,,barbara85@example.net
ZCWH-17509895,Headphones Motorola 456ty,2018-01-09,Health & Sports,,stephen62@example.org
UCOQ-84406061,Monitor Motorola 456ty,2015-12-03,Health & Sports,,rachel86@example.org
GDSG-80506143,TV BenQ X10,2018-10-20,Health & Sports,,greencheryl@example.org
EORG-46417629,TV Samsung d95,2015-05-05,Electronics,,eric83@example.net
MZMJ-81811764,Monitor Motorola d95,2020-01-18,Electronics,275-73-0821,
QKDO-56593788,Headphones BenQ X4T,2016-12-02,Health & Sports,,tyler50@example.com
VQDZ-60931550,Cell Phone Motorola d95,2012-07-11,Health & Sports,,zjenkins@example.org
IOFL-66336986,Tablet LG d95,2021-02-12,Electronics,,raven62@example.net
TKXZ-86503139,Smartwatch Apple SmartX,2015-10-30,Electronics,,martinezrebecca@example.org
WGIY-56637950,Cell Phone BenQ X4T,2016-11-26,Home Appliances,239-97-5413,
IPPM-07794395,Headphones LG S10,2018-11-27,Home Appliances,,michaelmoore@example.com
MSJF-89986543,Monitor Motorola S10,2021-04-17,Electronics,,cynthia08@example.net
UFSG-96053260,Smartwatch Sony X10,2019-01-18,Electronics,,solisanthony@example.net
HRXI-74705642,Computer LG d95,2020-08-31,Electronics,074-35-1692,
HYTT-82323434,Headphones Sony SmartX,2021-11-10,Electronics,,patricia36@example.org
VBAO-67566702,Tablet LG X4T,2018-02-16,Home Appliances,769-27-0993,
JKID-27571950,TV LG X10,2021-03-13,Electronics,781-44-8604,
QPXV-11465907,GPS Motorola X4T,2013-12-12,Home Appliances,394-80-1206,
YVIQ-15214631,Computer Sony SmartX,2022-02-02,Electronics,206-49-2613,
BWYB-38346485,TV Sony X10,2013-06-25,Health & Sports,563-37-2870,
GQTL-15687366,Cell Phone Apple S10,2012-11-30,Electronics,389-13-2352,
JRSQ-36226032,Headphones LG X10,2016-11-08,Electronics,,lisa48@example.org
WHJF-48745714,Monitor BenQ X4T,2017-12-03,Electronics,868-86-0167,
CSLI-70842989,Smartwatch BenQ X4T,2013-04-14,Electronics,779-14-3836,
XDAM-73411594,Tablet Apple d95,2015-11-29,Electronics,149-65-3924,
PHBI-64179070,Smartwatch Samsung SmartX,2013-09-01,Home Appliances,,xfrancis@example.org
TMRH-69838111,TV LG X4T,2013-04-20,Home Appliances,138-34-6001,
HEAW-14071456,Computer Apple X4T,2017-07-31,Home Appliances,309-36-6092,
LBUJ-11571638,GPS BenQ 456ty,2020-12-11,Health & Sports,103-82-3718,
UPPT-51150670,TV Motorola X10,2020-08-21,Electronics,,bjohnson@example.org
JTZR-73486991,Computer Sony X4T,2022-02-03,Electronics,313-36-1319,
XNOT-59998812,TV Motorola SmartX,2019-01-19,Electronics,,emily95@example.net
FSJL-17013618,Cell Phone Apple SmartX,2013-07-07,Health & Sports,,karenhart@example.com
MHHZ-60724114,Computer Samsung X10,2014-06-06,Electronics,,kennethbates@example.org
CKEC-27330923,GPS LG S10,2012-06-05,Health & Sports,,xwolfe@example.net
XAUF-45705657,Smartwatch Samsung SmartX,2017-04-14,Health & Sports,652-34-7754,
NKUZ-39572260,TV Samsung X4T,2015-08-22,Health & Sports,120-18-5880,
ZWTG-80418273,GPS Motorola S10,2018-10-15,Home Appliances,822-48-0817,
ILYN-79277369,Monitor Apple d95,2019-03-24,Home Appliances,862-69-3659,
DFXP-92812060,Cell Phone BenQ X10,2016-06-18,Electronics,166-67-5168,
CKQW-46732086,Computer Samsung X4T,2018-06-14,Health & Sports,160-93-6060,
FBKN-67054226,Monitor BenQ SmartX,2017-10-10,Electronics,,floydkristen@example.net
NLBU-70781338,Smartwatch Sony X4T,2020-09-12,Electronics,,cnielsen@example.com
WSFK-61413055,Computer LG d95,2022-05-15,Home Appliances,,georgesusan@example.org
TDSV-88302232,Tablet Apple 456ty,2021-05-16,Home Appliances,667-90-2121,
NWEC-86335801,TV Motorola d95,2021-10-10,Home Appliances,467-37-6905,
GMEM-42866734,GPS Sony d95,2012-10-05,Home Appliances,,lewisisabella@example.com
WILJ-35322377,Computer Samsung SmartX,2012-09-19,Electronics,596-62-6466,
AMRQ-62321031,GPS LG d95,2019-09-19,Electronics,128-36-5924,
NLYI-11961071,Computer Sony d95,2014-09-05,Home Appliances,224-40-1624,
SUCV-34252082,Smartwatch Motorola d95,2017-12-23,Health & Sports,,carol30@example.com
DQRC-32851164,Tablet BenQ S10,2013-03-21,Health & Sports,,smiller@example.com
EWOK-02275483,Tablet Motorola d95,2017-08-10,Home Appliances,132-80-8367,
HRLI-48998535,GPS Sony d95,2018-05-20,Home Appliances,,marythompson@example.org
FFCO-23975411,Tablet Sony X4T,2021-07-01,Health & Sports,,halecarol@example.org
VZXU-29167429,Monitor Motorola 456ty,2014-08-26,Home Appliances,,wandamcbride@example.com
YKJT-79015359,Smartwatch Samsung d95,2017-10-28,Home Appliances,726-02-7841,
UQCR-28474113,Tablet Motorola S10,2019-01-21,Electronics,449-48-9694,
TEYN-17101721,Cell Phone Apple SmartX,2021-06-19,Health & Sports,,laura31@example.net
LTMJ-75579679,TV Samsung X4T,2018-12-23,Health & Sports,716-83-0494,
TBNC-35346308,Computer Sony 456ty,2014-10-12,Home Appliances,,christina24@example.net
IGHK-28867330,Monitor BenQ X4T,2013-05-18,Home Appliances,,villarrealjennifer@example.com
HJMT-14024032,Smartwatch Sony SmartX,2014-04-09,Health & Sports,228-74-3108,
LENP-28173732,GPS BenQ d95,2021-04-04,Electronics,870-41-9480,
KJNZ-67102791,Smartwatch Apple SmartX,2016-10-27,Health & Sports,,nholt@example.com
ZOIL-15330365,TV BenQ d95,2016-08-25,Electronics,638-26-4448,
WVHP-62648397,TV BenQ 456ty,2015-08-19,Electronics,123-78-2530,
HGIG-10186514,Smartwatch Motorola 456ty,2018-04-09,Electronics,,urocha@example.org
KZTV-53431009,TV Motorola 456ty,2018-05-13,Health & Sports,120-66-4300,
KRDW-79034357,Computer Apple X10,2019-11-11,Electronics,457-07-3795,
PTYP-39268101,TV Apple S10,2022-01-06,Health & Sports,,smithjohn@example.com
ZPWW-47066571,Monitor Apple d95,2019-06-04,Electronics,,jacobpowers@example.net
NWXX-75599248,Monitor LG d95,2013-09-08,Home Appliances,873-21-8291,
GFFK-08169406,GPS Samsung 456ty,2013-09-28,Health & Sports,372-23-3484,
WHIU-37447517,GPS Sony S10,2015-07-03,Health & Sports,697-05-8736,
BMXT-56189611,Cell Phone Samsung 456ty,2016-06-09,Electronics,,ybates@example.net
LZTU-33368337,TV BenQ S10,2014-10-06,Home Appliances,,kerryperez@example.net
SMKX-53161655,Cell Phone LG X10,2016-02-26,Home Appliances,,hcraig@example.com
ADZO-43024068,GPS Sony SmartX,2012-06-08,Home Appliances,,amandarichardson@example.org
TRXG-50331811,Cell Phone Motorola X4T,2017-03-12,Health & Sports,,wmcgee@example.org
GDCS-89732664,Monitor Sony X4T,2020-03-11,Home Appliances,,robinsonhaley@example.net
LFML-75731953,Monitor LG 456ty,2012-11-28,Home Appliances,146-29-8409,
IUVZ-57366831,Computer BenQ X10,2014-03-17,Home Appliances,354-23-8509,
RGFL-20596635,TV LG d95,2018-04-16,Electronics,,epreston@example.net
GXMW-84507595,GPS Samsung S10,2014-01-31,Electronics,579-89-7514,
KZET-57122378,Smartwatch BenQ X10,2015-10-05,Health & Sports,115-15-2069,
QWHQ-02724483,Smartwatch BenQ d95,2015-08-18,Electronics,,amy71@example.com
NULR-27608413,Computer BenQ 456ty,2017-06-30,Electronics,,jaredruiz@example.com
MXRA-17598623,Smartwatch Sony S10,2013-01-05,Health & Sports,,veronica74@example.net
SIAO-78907365,GPS BenQ X4T,2019-09-25,Electronics,102-08-9330,
JRXR-74251884,Computer Apple X10,2020-04-06,Electronics,251-11-9162,
LFXG-59970981,GPS Sony X4T,2017-07-24,Health & Sports,242-71-6776,
WDML-61287533,Monitor Samsung S10,2015-07-30,Home Appliances,273-47-8796,
YMUM-09638741,Headphones Sony d95,2018-09-27,Electronics,560-30-1675,
FZEM-78428859,Computer Sony X4T,2017-03-09,Home Appliances,,ptaylor@example.org
SPCT-58246098,Computer Apple S10,2020-10-26,Health & Sports,812-89-2424,
ASQH-43683511,Tablet Apple 456ty,2014-02-13,Health & Sports,667-04-8043,
ISMN-43106040,GPS Sony d95,2021-05-07,Health & Sports,081-31-5658,
UNXV-50700304,Monitor Motorola X4T,2015-08-26,Electronics,,joemyers@example.com
EUOY-20366817,Computer BenQ SmartX,2015-10-23,Health & Sports,250-03-9388,
KTXF-11861568,Smartwatch BenQ S10,2020-04-04,Home Appliances,636-64-5203,
MLCZ-69870735,Computer LG S10,2016-06-29,Electronics,576-92-1851,
SLZC-82673387,Monitor Samsung S10,2014-10-02,Home Appliances,,qpeterson@example.net
FUPQ-43919898,Tablet Motorola SmartX,2021-01-14,Health & Sports,854-52-0745,
UEIV-81688533,Tablet LG S10,2014-09-01,Home Appliances,087-32-5807,
RRLZ-98022162,Tablet Apple X10,2021-05-17,Home Appliances,,anthonyrichardson@example.net
BDNS-69779909,Cell Phone Samsung S10,2012-06-21,Health & Sports,,chall@example.org
IFQW-04187572,Headphones Motorola 456ty,2020-10-17,Health & Sports,519-32-9241,
XXAY-63140855,GPS BenQ S10,2012-10-09,Health & Sports,195-19-1653,
VUSJ-22692747,TV LG 456ty,2019-11-08,Electronics,482-92-7759,
OGRC-84569974,Computer Samsung X4T,2012-08-17,Home Appliances,087-86-9479,
YBIH-83784363,TV Motorola d95,2016-04-16,Home Appliances,,hernandezdaniel@example.com
ZJXZ-04969206,Smartwatch Motorola 456ty,2014-02-23,Health & Sports,872-98-0617,
HGNK-08699227,GPS Apple 456ty,2014-03-21,Electronics,,bhartman@example.org
EJCR-11318177,Tablet Motorola X10,2013-05-29,Health & Sports,,paularobinson@example.com
ZBWD-25571570,Smartwatch LG d95,2017-07-23,Health & Sports,105-15-2722,
GZYT-35525100,Computer Apple X10,2020-07-29,Home Appliances,198-09-1231,
KEGF-61142039,Smartwatch Samsung S10,2014-10-30,Electronics,,ramirezkathleen@example.org
ZVMM-34501228,Headphones Motorola S10,2019-09-12,Electronics,154-48-6681,
JDYX-63603965,GPS Apple 456ty,2020-10-26,Health & Sports,,kristinapierce@example.org
NIOT-28850882,Computer Sony X10,2018-04-04,Home Appliances,,tracywilson@example.com
QGIJ-03247254,Cell Phone Samsung 456ty,2013-03-20,Home Appliances,462-14-6760,
JBPP-24998824,Cell Phone BenQ SmartX,2018-05-30,Electronics,665-40-6817,
UORN-83185608,Smartwatch Samsung d95,2021-06-16,Health & Sports,,hammondmichelle@example.com
SCLW-88364343,GPS Sony d95,2017-06-05,Health & Sports,146-79-3224,
RJFV-61350067,Cell Phone BenQ 456ty,2013-07-01,Health & Sports,,sara86@example.net
BUYR-54882836,GPS Motorola SmartX,2015-06-20,Home Appliances,831-58-1523,
LUXO-55120230,GPS Samsung X10,2019-09-19,Electronics,,lauren86@example.com
RQQV-11735406,Cell Phone BenQ SmartX,2017-04-13,Electronics,,steven12@example.net
POIW-22782750,Smartwatch Motorola 456ty,2019-07-17,Home Appliances,382-38-6914,
MZTZ-82094985,Monitor LG X4T,2013-03-01,Health & Sports,,ortizkenneth@example.com
GVKE-55184239,Computer Motorola SmartX,2015-08-29,Health & Sports,390-28-9187,
MEPC-09099009,TV LG X10,2022-02-26,Home Appliances,,ywright@example.net
TGWN-56735441,GPS Apple d95,2016-02-17,Home Appliances,,krystal03@example.org
HPRU-68902802,Smartwatch Sony S10,2013-10-26,Home Appliances,,heathergarrison@example.com
UKYS-47089954,Cell Phone LG X4T,2019-10-19,Home Appliances,572-19-9473,
HGUB-38267656,GPS Motorola X4T,2020-06-14,Health & Sports,,tmclaughlin@example.net
PRLS-35950189,GPS Apple SmartX,2019-01-04,Health & Sports,,michaelwilliams@example.org
YVUX-06100737,TV Motorola SmartX,2017-09-08,Electronics,351-14-5289,
RWFY-46809420,Smartwatch Apple SmartX,2016-09-19,Home Appliances,140-77-6311,
QEAU-03874514,Monitor Apple S10,2022-01-15,Electronics,,hhensley@example.com
XBAC-60940552,Headphones LG 456ty,2021-05-12,Home Appliances,790-12-3820,
IXWO-34437177,Monitor Apple X10,2020-02-18,Health & Sports,329-76-3372,
URIP-21195488,Tablet Motorola X10,2020-07-27,Home Appliances,,lauracooper@example.net
BFEW-87402788,Smartwatch Sony X10,2020-06-10,Health & Sports,897-77-7424,
YGVP-47137495,Tablet Sony X4T,2017-10-05,Home Appliances,813-55-9564,
QIQN-38810313,Monitor LG X10,2019-05-17,Health & Sports,,ymorris@example.org
BFUO-16164629,Smartwatch Apple X4T,2020-05-25,Health & Sports,,hmckinney@example.com
VQBK-26409429,Cell Phone Samsung SmartX,2012-08-07,Electronics,,barnessamantha@example.org
WLKD-27924771,Smartwatch BenQ SmartX,2016-04-28,Electronics,,pagealicia@example.org
TNAO-45816122,TV LG d95,2014-02-05,Electronics,057-67-0899,
WEPV-30121236,Monitor Apple 456ty,2016-05-14,Health & Sports,,theresalewis@example.com
IJSU-13776821,Smartwatch LG d95,2013-06-25,Home Appliances,739-32-3633,
STXC-38765904,Computer Motorola d95,2018-01-28,Electronics,,katrinabarrera@example.com
DTIB-48290144,Computer LG SmartX,2016-06-25,Electronics,331-93-9301,
RHDC-13032030,GPS LG S10,2012-10-15,Home Appliances,448-91-4328,
ZYRK-25643014,GPS LG d95,2013-06-20,Home Appliances,,benjamin14@example.net
DJRQ-15420265,Computer Samsung X10,2014-06-18,Electronics,779-65-2282,
VCUN-30722465,Computer LG X10,2019-05-01,Health & Sports,,lhamilton@example.com
JGAI-74156607,Monitor Apple X10,2012-08-13,Electronics,,todd21@example.org
NQVT-75116514,TV Samsung 456ty,2014-04-09,Home Appliances,260-64-3029,
LULB-51812090,TV LG SmartX,2013-02-27,Home Appliances,,stevenwalker@example.net
IPFF-07263831,TV LG SmartX,2016-02-27,Home Appliances,154-09-8736,
DXNG-31939922,Computer Samsung d95,2021-02-26,Home Appliances,213-55-5676,
ISOQ-95549380,Computer BenQ d95,2013-10-24,Health & Sports,598-98-4687,
BVVZ-63165594,Tablet Apple X10,2017-09-26,Home Appliances,298-85-9435,
XIVR-61299999,Headphones BenQ SmartX,2015-09-23,Health & Sports,275-49-9408,
IEHM-92104003,Cell Phone Apple 456ty,2016-07-07,Electronics,,danderson@example.com
LHPC-12229616,GPS BenQ SmartX,2021-05-08,Health & Sports,554-86-8275,
HWCP-27893581,Monitor Motorola S10,2014-01-12,Electronics,313-97-3417,
UXXF-92671279,Monitor LG 456ty,2016-10-20,Home Appliances,610-04-0262,
FFFA-13746264,Cell Phone Sony d95,2017-03-07,Home Appliances,867-10-2431,
FOZZ-35335783,Monitor Motorola 456ty,2019-12-14,Health & Sports,,nolsen@example.com
EIAP-02538377,Computer BenQ 456ty,2018-05-09,Electronics,,haleymichael@example.net
PLYO-43098855,Cell Phone Apple d95,2012-12-26,Electronics,,jenniferparker@example.org
ZRHW-88638684,TV LG SmartX,2016-07-01,Electronics,,lanegina@example.org
RAMB-60393411,GPS Samsung SmartX,2019-05-04,Home Appliances,383-86-1951,
RHHQ-51757037,Headphones Motorola SmartX,2015-05-07,Health & Sports,135-27-8175,
UGOP-31759264,Computer Samsung X4T,2013-10-26,Home Appliances,611-34-4681,
YFXC-56766537,Cell Phone Apple d95,2018-09-27,Electronics,,stephaniewilliams@example.net
OXEL-44861286,TV LG 456ty,2020-08-17,Health & Sports,734-32-7259,
KVFO-19923573,Computer Apple X10,2012-10-12,Electronics,,dcruz@example.com
RDOI-41285375,Monitor Sony X4T,2019-08-08,Health & Sports,879-60-2083,
BBYY-33379160,Computer Samsung X10,2019-12-21,Health & Sports,707-98-6247,
DRXN-75842385,Headphones LG 456ty,2020-07-14,Home Appliances,163-51-4088,
VRMR-70050778,Smartwatch Apple S10,2019-03-15,Health & Sports,557-32-8518,
OEQS-38429632,GPS Motorola X4T,2020-02-19,Home Appliances,865-72-5243,
BTUJ-65391735,Cell Phone Sony d95,2021-08-30,Health & Sports,486-44-8947,
XJNY-85875751,Computer BenQ d95,2019-04-21,Electronics,,keithhumphrey@example.net
KIBM-09521748,Headphones Motorola 456ty,2016-07-15,Health & Sports,,andrewshaley@example.com
SAIF-68274531,Tablet LG SmartX,2013-02-11,Electronics,,samuel39@example.org
HDWG-74229498,Computer BenQ 456ty,2020-04-06,Home Appliances,780-73-2785,
LDAZ-64608638,Cell Phone Samsung X10,2014-07-27,Health & Sports,584-21-7142,
JSXR-16483494,GPS Motorola X4T,2017-06-19,Health & Sports,453-30-1658,
XGSK-63902246,Headphones LG SmartX,2018-05-26,Home Appliances,,robertholt@example.org
FDLR-79051593,TV BenQ d95,2016-03-27,Health & Sports,552-33-9190,
GHSW-55092186,Headphones LG X10,2019-12-22,Electronics,,murphyduane@example.net
YEQC-94393320,Tablet LG S10,2016-06-19,Electronics,,ysmith@example.org
SUOQ-12827346,Smartwatch BenQ d95,2017-06-24,Home Appliances,815-97-1415,
AJSC-49962524,Tablet BenQ X10,2013-05-01,Health & Sports,,adamrose@example.net
XUWE-57003610,Headphones LG X10,2016-06-18,Home Appliances,,marshallchristopher@example.com
FZZJ-44816386,Monitor Sony d95,2020-11-15,Home Appliances,886-09-2367,
VCMC-77317887,TV LG 456ty,2016-04-07,Health & Sports,291-79-7745,
UVAZ-29060237,Smartwatch Motorola d95,2013-08-05,Home Appliances,,philliptucker@example.net
ATHL-57025938,Headphones LG d95,2014-06-04,Health & Sports,433-55-6511,
VLOX-01789591,Smartwatch Sony 456ty,2020-02-04,Electronics,506-27-4793,
OBCA-77525716,Headphones Sony 456ty,2013-04-11,Health & Sports,727-42-2703,
IFGZ-38270852,Headphones LG d95,2012-10-24,Electronics,764-21-6408,
AHEF-13383571,Headphones LG S10,2015-10-20,Electronics,040-63-6201,
PHOP-46535666,Monitor Sony d95,2015-08-08,Electronics,,ntaylor@example.org
NAYC-53047344,GPS Samsung X4T,2018-06-10,Health & Sports,,rburke@example.org
ULHW-15901672,GPS LG S10,2016-06-24,Electronics,603-33-6322,
MPOD-42839468,Monitor Apple S10,2021-05-26,Electronics,,monicaparsons@example.com
FUHE-20317855,Cell Phone BenQ X4T,2015-07-14,Health & Sports,616-42-6147,
LWXT-57716242,Headphones Motorola X4T,2014-09-18,Electronics,,ruben49@example.org
IDLY-61118019,Cell Phone Samsung 456ty,2019-07-19,Electronics,084-05-1062,
XSQS-56015521,Smartwatch Motorola d95,2018-03-22,Health & Sports,,smithkimberly@example.org
QCDZ-25793787,GPS BenQ d95,2016-09-10,Electronics,,randylee@example.org
ZQBE-77257575,Cell Phone Sony S10,2019-09-20,Home Appliances,610-83-6246,
AFYB-95254623,Computer Sony SmartX,2019-08-23,Home Appliances,,esmith@example.net
TYJO-19337933,Monitor Apple X10,2019-12-08,Home Appliances,,allisonallen@example.com
DQJD-48445062,Smartwatch Samsung X10,2020-12-16,Health & Sports,,haley43@example.net
ZUDI-83986696,Smartwatch Samsung d95,2020-07-19,Health & Sports,558-36-3942,
XZRZ-34968223,Headphones Samsung 456ty,2020-12-16,Health & Sports,428-11-9729,
DZIN-76768396,TV Samsung S10,2019-05-23,Home Appliances,,jacobhamilton@example.com
XKRU-73993812,Tablet Apple X4T,2019-04-05,Health & Sports,,mckenziegamble@example.com
ORTW-97462153,Headphones Sony d95,2013-05-29,Electronics,,kenneth73@example.net
PMSP-46469411,Smartwatch Samsung X4T,2021-11-23,Health & Sports,415-75-4166,
PVEH-54124501,Headphones Sony 456ty,2016-02-04,Electronics,,skent@example.net
RTVJ-76546738,Headphones Motorola d95,2016-04-08,Health & Sports,096-60-9823,
GIUY-35360580,Computer BenQ S10,2015-02-02,Electronics,650-84-8910,
RCWL-59355405,Headphones Apple d95,2017-08-05,Home Appliances,,jessica68@example.com
FXCD-46666479,Smartwatch LG S10,2018-04-26,Home Appliances,,carpenterkaren@example.net
JLOI-44340824,GPS Samsung SmartX,2014-01-26,Health & Sports,729-77-9531,
JQBT-42732888,Smartwatch Apple X4T,2022-06-04,Health & Sports,,christophertorres@example.net
YHLD-86491748,Cell Phone BenQ SmartX,2016-03-25,Home Appliances,398-71-9275,
IHLE-93650584,GPS LG X10,2018-12-07,Home Appliances,,christopher72@example.com
EHOH-56591437,Cell Phone Sony X10,2019-01-28,Home Appliances,551-50-7231,
NBAM-20464290,Headphones Apple X10,2020-11-18,Electronics,349-08-2243,
QMXF-69075604,Tablet Apple SmartX,2014-08-21,Electronics,,spencerbenjamin@example.net
VJLU-25842860,Computer BenQ S10,2013-01-10,Electronics,,iparker@example.net
FSTP-85914056,Cell Phone Motorola SmartX,2016-02-19,Home Appliances,,fwilcox@example.com
SVVH-44310292,Monitor Motorola S10,2021-11-14,Home Appliances,,nharris@example.net
RIMI-38515796,Smartwatch Apple S10,2021-03-03,Electronics,,mmoore@example.net
NSRR-91199211,Computer Apple X10,2016-11-29,Electronics,103-28-7790,
WTHW-94611860,Monitor Motorola 456ty,2019-08-13,Electronics,355-70-7553,
PDTD-45432089,Headphones Motorola SmartX,2020-02-02,Health & Sports,,calebkerr@example.com
EYNM-61530029,Monitor Apple X4T,2018-02-18,Electronics,,allenraymond@example.com
ZDVT-28858593,Monitor Sony 456ty,2017-11-05,Electronics,368-98-9435,
RAXH-63811389,Smartwatch LG S10,2012-07-28,Health & Sports,748-99-8396,
ZWBV-30651937,Smartwatch Motorola X10,2020-02-02,Electronics,201-01-0882,
XQBX-99150715,Computer Samsung SmartX,2013-07-08,Health & Sports,238-17-5372,
UGPC-72723297,Computer Sony d95,2019-05-24,Health & Sports,227-78-9035,
OYKP-97747604,Tablet BenQ X4T,2016-04-02,Home Appliances,,lphillips@example.net
CSWC-55098963,Monitor Apple 456ty,2014-08-21,Home Appliances,616-88-1674,
TUBN-97212119,Headphones BenQ X10,2018-08-15,Electronics,,hernandezrhonda@example.org
UQVX-53122267,Tablet BenQ X10,2016-09-18,Home Appliances,,elizabethmack@example.org
UZFM-05331535,Headphones Samsung X10,2018-12-05,Home Appliances,,jonathanbarnett@example.org
TTKV-24535713,Smartwatch Apple SmartX,2020-10-28,Health & Sports,,davisamy@example.com
XRVS-37813530,Computer Samsung 456ty,2022-05-01,Health & Sports,,wrightjamie@example.net
KBTA-31677852,Headphones Motorola SmartX,2016-11-17,Electronics,255-63-7877,
ZLLG-85510555,Monitor Apple 456ty,2018-04-24,Electronics,099-62-4217,
GMNL-46708812,GPS LG d95,2016-04-19,Electronics,145-12-5313,
WMRU-57587751,Headphones Sony X4T,2016-07-08,Home Appliances,,nicole72@example.com
EMHL-71796995,Smartwatch Apple X4T,2021-11-11,Home Appliances,,mary12@example.org
PDHV-80338527,Tablet Samsung X10,2012-10-17,Electronics,696-11-1041,
QQCH-50324519,Tablet Motorola 456ty,2013-03-26,Home Appliances,599-13-4835,
KITH-37635212,Monitor Samsung SmartX,2017-12-06,Home Appliances,,owong@example.org
XNRX-37322756,Headphones BenQ X4T,2015-04-20,Home Appliances,,juliahoffman@example.com
JWQP-97810480,Smartwatch LG d95,2021-09-11,Home Appliances,,annewilliams@example.net
XQAS-93281223,Headphones BenQ X10,2013-08-15,Electronics,252-59-9732,
JWIP-74124980,Monitor LG S10,2018-02-23,Health & Sports,037-39-2917,
JENA-96336421,Computer Sony 456ty,2018-07-09,Health & Sports,774-21-1313,
RKZI-19924494,TV Samsung S10,2019-06-25,Electronics,452-11-3144,
QZET-86231167,Cell Phone Motorola X4T,2016-09-26,Home Appliances,,jerrytran@example.net
RHAC-38777130,Cell Phone Apple 456ty,2020-03-12,Health & Sports,865-97-6587,
UUKU-98376783,Smartwatch Samsung SmartX,2021-02-03,Health & Sports,163-48-2993,
ZOYR-20789791,Smartwatch Apple SmartX,2020-01-29,Home Appliances,,bgutierrez@example.org
PFYW-15199772,Smartwatch Motorola S10,2019-10-21,Health & Sports,,nsmith@example.org
ODLA-22435525,Tablet Motorola d95,2016-02-08,Health & Sports,,wsmith@example.com
HIOK-61113637,TV Sony S10,2021-01-25,Home Appliances,,qmartinez@example.org
PSXC-45309525,Computer Motorola X10,2014-07-27,Health & Sports,717-46-2675,
ONNG-92573930,Tablet Apple d95,2015-01-12,Electronics,892-13-3634,
MBXM-04352846,Cell Phone Samsung X10,2017-12-15,Health & Sports,198-20-7657,
GVCA-72578580,Headphones LG S10,2017-09-21,Home Appliances,,marcmartinez@example.org
VNDT-62570741,Tablet LG S10,2012-06-29,Health & Sports,,wrightmichael@example.com
IVAD-82239272,Headphones LG SmartX,2022-05-01,Electronics,191-89-8783,
SLQD-33820303,Smartwatch Motorola X10,2014-01-22,Home Appliances,,rodney03@example.com
CKHM-65951718,Cell Phone Apple X4T,2013-12-28,Electronics,631-58-3663,
DWSV-49369459,Cell Phone Sony X10,2013-03-14,Home Appliances,,sarah54@example.com
XGEI-28189302,Computer Motorola d95,2019-01-17,Electronics,,coledennis@example.org
PMZB-50230919,Headphones LG X10,2018-11-13,Electronics,,kmartin@example.org
